TransactionAmount,CustomerAge,TransactionDuration,LoginAttempts,AccountBalance,TransactionYear,TransactionMonth,TransactionDay,TransactionDayOfWeek,TransactionHour,DaysSincePrevTransaction,TransactionID,AccountID,TransactionType,Location,DeviceID,IP Address,MerchantID,Channel,CustomerOccupation,Cluster,ClusterLabel,ClusterDescription
80.43,59,157,1,5987.67,2023,1,4,2,16,-670,TX000587,AC00170,Debit,Columbus,D000483,157.47.114.20,M014,Branch,Retired,0,Cluster 0,Branch-Based Debit Users
54.25,68,37,1,14783.33,2023,7,31,0,16,-462,TX000588,AC00429,Debit,Virginia Beach,D000353,51.250.122.123,M042,Online,Doctor,3,Cluster 3,Online Banking Users
518.85,22,82,1,1806.0,2023,10,23,0,18,-378,TX000590,AC00144,Debit,Kansas City,D000100,73.54.203.165,M038,Online,Student,3,Cluster 3,Online Banking Users
10.65,54,161,1,13240.72,2023,4,24,0,16,-560,TX000591,AC00449,Debit,Louisville,D000484,38.166.40.246,M081,Online,Doctor,3,Cluster 3,Online Banking Users
198.62,27,84,1,1196.07,2023,5,15,0,16,-539,TX000592,AC00057,Credit,Tucson,D000378,97.4.209.133,M079,Branch,Student,2,Cluster 2,Branch-Based Credit Users
107.03,27,73,1,1408.07,2023,3,6,0,18,-609,TX000593,AC00426,Debit,Miami,D000628,221.23.158.87,M038,Branch,Student,0,Cluster 0,Branch-Based Debit Users
346.11,41,213,1,9551.64,2023,1,4,2,17,-670,TX000596,AC00471,Debit,Dallas,D000362,130.92.201.49,M007,Branch,Engineer,0,Cluster 0,Branch-Based Debit Users
138.06,44,159,1,1070.47,2023,7,25,1,17,-468,TX000597,AC00039,Debit,Charlotte,D000188,113.21.93.28,M099,Branch,Engineer,0,Cluster 0,Branch-Based Debit Users
158.02,49,120,1,9374.24,2023,9,20,2,17,-411,TX000598,AC00274,Debit,New York,D000032,60.153.124.80,M026,ATM,Engineer,1,Cluster 1,ATM-Focused Debit Users
830.01,66,96,1,4253.18,2023,7,21,4,16,-472,TX000599,AC00095,Credit,Chicago,D000559,5.252.94.135,M071,Online,Retired,2,Cluster 2,Branch-Based Credit Users
435.5,55,112,1,6981.03,2023,5,15,0,18,-539,TX000600,AC00211,Debit,Oklahoma City,D000461,10.191.172.154,M008,ATM,Retired,1,Cluster 1,ATM-Focused Debit Users
110.49,57,48,1,10483.93,2023,10,31,1,17,-370,TX000601,AC00184,Debit,Raleigh,D000449,187.52.200.18,M068,Online,Doctor,3,Cluster 3,Online Banking Users
329.4,34,68,1,9588.07,2023,12,25,0,16,-315,TX000602,AC00436,Debit,Denver,D000692,104.155.121.252,M017,Online,Doctor,3,Cluster 3,Online Banking Users
635.4,47,106,1,1238.11,2023,9,19,1,16,-412,TX000603,AC00107,Debit,Denver,D000002,215.97.143.157,M018,ATM,Doctor,1,Cluster 1,ATM-Focused Debit Users
769.97,22,23,1,1244.93,2023,2,16,3,18,-627,TX000604,AC00203,Debit,San Diego,D000393,24.129.74.189,M058,Branch,Student,0,Cluster 0,Branch-Based Debit Users
175.07,26,169,1,1040.25,2023,9,4,0,17,-427,TX000605,AC00398,Debit,Colorado Springs,D000379,147.125.143.41,M091,Branch,Student,0,Cluster 0,Branch-Based Debit Users
7.31,78,282,1,5757.67,2023,6,26,0,16,-497,TX000606,AC00312,Debit,Las Vegas,D000060,160.160.113.117,M028,Branch,Retired,0,Cluster 0,Branch-Based Debit Users
175.15,27,32,1,1712.65,2023,11,9,3,17,-361,TX000607,AC00225,Debit,Detroit,D000367,16.51.235.240,M090,ATM,Student,1,Cluster 1,ATM-Focused Debit Users
121.82,60,119,1,13293.83,2023,9,8,4,18,-423,TX000609,AC00413,Debit,Dallas,D000542,40.198.240.246,M032,Online,Doctor,3,Cluster 3,Online Banking Users
56.12,30,102,1,8839.67,2023,9,13,2,18,-418,TX000610,AC00479,Debit,El Paso,D000431,11.167.243.171,M049,ATM,Doctor,1,Cluster 1,ATM-Focused Debit Users
424.7,56,178,1,6239.89,2023,1,30,0,17,-644,TX000611,AC00078,Credit,Miami,D000066,56.116.189.0,M032,Online,Retired,2,Cluster 2,Branch-Based Credit Users
35.16,32,130,1,8459.18,2023,10,25,2,17,-376,TX000612,AC00242,Debit,Chicago,D000075,195.237.152.198,M029,Branch,Engineer,0,Cluster 0,Branch-Based Debit Users
35.73,65,87,1,9073.17,2023,6,12,0,16,-511,TX000613,AC00149,Debit,Miami,D000693,205.69.66.135,M028,Branch,Doctor,0,Cluster 0,Branch-Based Debit Users
3.44,78,108,1,7561.33,2023,1,19,3,17,-655,TX000614,AC00084,Debit,Fort Worth,D000389,45.64.74.86,M004,ATM,Retired,1,Cluster 1,ATM-Focused Debit Users
139.03,50,81,1,2276.57,2023,8,30,2,18,-432,TX000616,AC00359,Credit,Los Angeles,D000359,147.125.143.41,M076,Online,Engineer,2,Cluster 2,Branch-Based Credit Users
254.92,28,169,1,2791.12,2023,9,18,0,16,-413,TX000617,AC00023,Credit,San Antonio,D000088,198.24.183.157,M064,ATM,Engineer,2,Cluster 2,Branch-Based Credit Users
115.11,28,139,1,9808.97,2023,5,5,4,17,-549,TX000618,AC00366,Debit,Albuquerque,D000632,190.164.160.79,M011,Online,Engineer,3,Cluster 3,Online Banking Users
171.11,57,171,1,6324.09,2023,5,15,0,16,-539,TX000619,AC00170,Debit,San Francisco,D000172,55.154.161.250,M084,ATM,Retired,1,Cluster 1,ATM-Focused Debit Users
420.76,51,76,1,6581.55,2023,2,23,3,16,-620,TX000621,AC00183,Debit,Miami,D000329,76.0.164.168,M054,Branch,Retired,0,Cluster 0,Branch-Based Debit Users
408.46,64,28,1,3140.79,2023,3,1,2,16,-614,TX000622,AC00219,Debit,Raleigh,D000669,201.95.180.152,M058,Branch,Retired,0,Cluster 0,Branch-Based Debit Users
342.17,21,247,1,461.83,2023,12,14,3,16,-326,TX000624,AC00290,Credit,New York,D000532,91.204.200.167,M033,Branch,Student,2,Cluster 2,Branch-Based Credit Users
580.71,53,95,1,5670.0,2023,9,20,2,16,-411,TX000625,AC00425,Debit,Philadelphia,D000203,115.30.82.168,M046,ATM,Engineer,1,Cluster 1,ATM-Focused Debit Users
821.54,79,36,1,4040.32,2023,8,22,1,18,-440,TX000626,AC00370,Credit,Atlanta,D000142,19.111.192.175,M044,Branch,Retired,2,Cluster 2,Branch-Based Credit Users
253.47,20,238,1,220.51,2023,6,14,2,17,-509,TX000627,AC00454,Debit,Atlanta,D000388,81.248.235.147,M077,Branch,Student,0,Cluster 0,Branch-Based Debit Users
22.81,62,75,1,3634.76,2023,5,29,0,17,-525,TX000628,AC00403,Debit,New York,D000065,81.102.230.41,M083,Online,Retired,3,Cluster 3,Online Banking Users
266.57,39,96,1,7180.48,2023,7,3,0,17,-490,TX000629,AC00358,Credit,Boston,D000058,140.94.123.72,M026,Online,Engineer,2,Cluster 2,Branch-Based Credit Users
374.61,75,37,1,1389.71,2023,8,29,1,18,-433,TX000630,AC00296,Credit,Mesa,D000056,34.125.226.63,M079,Online,Retired,2,Cluster 2,Branch-Based Credit Users
339.35,78,70,1,5002.7,2023,2,3,4,16,-640,TX000631,AC00393,Credit,Boston,D000099,197.23.128.119,M084,ATM,Retired,2,Cluster 2,Branch-Based Credit Users
810.36,20,67,1,9239.12,2023,1,17,1,16,-657,TX000632,AC00223,Debit,Columbus,D000393,139.23.212.102,M081,ATM,Student,1,Cluster 1,ATM-Focused Debit Users
9.83,24,86,1,666.42,2023,7,24,0,17,-469,TX000633,AC00487,Debit,Memphis,D000054,210.98.198.143,M004,ATM,Student,1,Cluster 1,ATM-Focused Debit Users
135.57,51,116,1,11351.64,2023,6,14,2,17,-509,TX000634,AC00215,Credit,Boston,D000225,147.119.62.178,M073,Branch,Doctor,2,Cluster 2,Branch-Based Credit Users
340.05,43,37,1,7234.15,2023,10,27,4,17,-374,TX000635,AC00275,Debit,Detroit,D000196,163.58.140.206,M038,ATM,Engineer,1,Cluster 1,ATM-Focused Debit Users
283.45,27,127,1,2049.51,2023,10,17,1,17,-384,TX000636,AC00482,Debit,Colorado Springs,D000399,128.16.32.183,M039,Branch,Engineer,0,Cluster 0,Branch-Based Debit Users
100.99,68,114,1,8865.27,2023,5,29,0,16,-525,TX000637,AC00357,Debit,New York,D000466,109.105.179.186,M078,ATM,Doctor,1,Cluster 1,ATM-Focused Debit Users
90.88,18,176,1,3908.47,2023,2,20,0,16,-623,TX000638,AC00026,Debit,Albuquerque,D000449,196.244.194.198,M071,Branch,Student,0,Cluster 0,Branch-Based Debit Users
655.15,26,264,1,5587.44,2023,1,2,0,16,-672,TX000639,AC00416,Debit,Seattle,D000626,11.167.243.171,M083,ATM,Engineer,1,Cluster 1,ATM-Focused Debit Users
320.55,50,118,1,438.75,2023,5,1,0,17,-553,TX000640,AC00058,Debit,Milwaukee,D000549,199.6.127.153,M041,Online,Engineer,3,Cluster 3,Online Banking Users
41.51,28,48,1,609.6,2023,10,4,2,16,-397,TX000641,AC00170,Debit,Phoenix,D000688,16.51.235.240,M084,Online,Student,3,Cluster 3,Online Banking Users
71.53,68,39,1,2393.73,2023,10,30,0,16,-371,TX000642,AC00262,Credit,Jacksonville,D000420,11.188.75.155,M030,Branch,Retired,2,Cluster 2,Branch-Based Credit Users
467.13,54,45,1,3914.84,2023,9,28,3,17,-403,TX000643,AC00032,Credit,Kansas City,D000025,162.151.179.167,M096,Branch,Retired,2,Cluster 2,Branch-Based Credit Users
235.4,28,70,1,818.36,2023,9,26,1,17,-405,TX000644,AC00131,Debit,Detroit,D000141,73.108.76.238,M038,Branch,Student,0,Cluster 0,Branch-Based Debit Users
159.32,18,100,1,304.44,2023,1,16,0,18,-658,TX000645,AC00176,Debit,Seattle,D000446,37.227.215.145,M033,Branch,Student,0,Cluster 0,Branch-Based Debit Users
50.83,30,48,1,9553.42,2023,12,18,0,16,-322,TX000646,AC00139,Credit,Philadelphia,D000421,190.164.160.79,M076,Online,Doctor,2,Cluster 2,Branch-Based Credit Users
56.89,59,56,1,3034.67,2023,2,3,4,18,-640,TX000647,AC00056,Credit,Houston,D000120,31.127.129.152,M062,Branch,Engineer,2,Cluster 2,Branch-Based Credit Users
20.22,43,138,1,5515.32,2023,3,10,4,18,-605,TX000648,AC00276,Debit,Jacksonville,D000123,170.225.23.251,M003,ATM,Engineer,1,Cluster 1,ATM-Focused Debit Users
50.4,36,84,1,1677.01,2023,3,27,0,17,-588,TX000649,AC00447,Debit,San Antonio,D000565,44.197.126.59,M079,Branch,Doctor,0,Cluster 0,Branch-Based Debit Users
73.88,53,131,1,4055.55,2023,5,8,0,17,-546,TX000650,AC00143,Debit,Los Angeles,D000405,134.140.85.231,M009,Branch,Retired,0,Cluster 0,Branch-Based Debit Users
119.61,33,53,1,9899.94,2023,3,14,1,16,-601,TX000651,AC00139,Debit,San Diego,D000102,99.205.173.118,M017,ATM,Doctor,1,Cluster 1,ATM-Focused Debit Users
116.58,43,247,1,2620.74,2023,8,31,3,16,-431,TX000653,AC00426,Debit,Raleigh,D000646,20.147.6.179,M038,Branch,Engineer,0,Cluster 0,Branch-Based Debit Users
391.96,64,79,1,2174.16,2023,6,19,0,16,-504,TX000655,AC00381,Debit,Nashville,D000452,121.67.144.20,M032,ATM,Retired,1,Cluster 1,ATM-Focused Debit Users
156.26,46,160,1,7854.1,2023,1,2,0,17,-672,TX000656,AC00458,Credit,Virginia Beach,D000134,51.196.87.214,M059,Branch,Engineer,2,Cluster 2,Branch-Based Credit Users
427.0,49,163,1,8253.65,2023,7,31,0,17,-462,TX000657,AC00014,Credit,Oklahoma City,D000629,183.39.94.209,M065,Branch,Engineer,2,Cluster 2,Branch-Based Credit Users
443.68,18,137,1,874.15,2023,4,25,1,18,-559,TX000658,AC00071,Debit,Tucson,D000400,16.94.155.46,M012,ATM,Student,1,Cluster 1,ATM-Focused Debit Users
101.76,31,26,1,6043.25,2023,2,20,0,17,-623,TX000659,AC00054,Debit,Philadelphia,D000374,78.69.172.205,M071,Branch,Doctor,0,Cluster 0,Branch-Based Debit Users
67.57,37,107,1,2766.12,2023,8,17,3,16,-445,TX000660,AC00182,Debit,Charlotte,D000498,165.35.58.173,M093,Branch,Engineer,0,Cluster 0,Branch-Based Debit Users
326.29,56,179,1,8171.26,2023,12,6,2,17,-334,TX000661,AC00257,Debit,Denver,D000184,6.44.165.160,M025,Online,Engineer,3,Cluster 3,Online Banking Users
158.56,33,100,1,5401.21,2023,2,28,1,17,-615,TX000662,AC00006,Debit,Sacramento,D000027,218.238.171.184,M087,ATM,Doctor,1,Cluster 1,ATM-Focused Debit Users
56.02,27,142,1,3548.02,2023,6,19,0,17,-504,TX000663,AC00424,Debit,Memphis,D000455,81.248.235.147,M003,Online,Student,3,Cluster 3,Online Banking Users
288.28,27,36,1,160.83,2023,1,17,1,17,-657,TX000664,AC00131,Debit,Portland,D000127,191.25.177.160,M087,Online,Student,3,Cluster 3,Online Banking Users
245.67,24,107,1,752.25,2023,1,2,0,18,-672,TX000665,AC00133,Credit,Portland,D000097,3.77.114.6,M088,Branch,Student,2,Cluster 2,Branch-Based Credit Users
114.35,41,21,1,469.12,2023,11,27,0,16,-343,TX000667,AC00361,Credit,El Paso,D000264,193.221.15.59,M025,Branch,Engineer,2,Cluster 2,Branch-Based Credit Users
373.27,61,79,1,8441.61,2023,7,18,1,18,-475,TX000668,AC00092,Credit,Miami,D000090,35.67.21.23,M053,Online,Doctor,2,Cluster 2,Branch-Based Credit Users
504.63,60,168,1,3806.16,2023,11,13,0,17,-357,TX000669,AC00049,Debit,Portland,D000129,77.21.150.75,M068,Online,Engineer,3,Cluster 3,Online Banking Users
820.15,47,181,1,8802.97,2023,12,18,0,16,-322,TX000671,AC00323,Debit,Kansas City,D000281,13.188.62.74,M093,Branch,Doctor,0,Cluster 0,Branch-Based Debit Users
8.37,63,135,1,1106.34,2023,1,12,3,16,-662,TX000673,AC00497,Debit,Colorado Springs,D000425,143.212.47.226,M011,ATM,Retired,1,Cluster 1,ATM-Focused Debit Users
197.49,53,30,1,5005.33,2023,7,3,0,16,-490,TX000674,AC00130,Credit,Fresno,D000649,167.67.137.223,M007,Online,Retired,2,Cluster 2,Branch-Based Credit Users
637.97,58,90,1,7949.03,2023,10,23,0,17,-378,TX000675,AC00034,Debit,New York,D000646,104.165.213.58,M066,Branch,Retired,0,Cluster 0,Branch-Based Debit Users
13.52,26,65,1,259.77,2023,5,15,0,16,-539,TX000676,AC00286,Debit,Seattle,D000584,167.67.137.223,M001,ATM,Student,1,Cluster 1,ATM-Focused Debit Users
432.1,49,240,1,2114.3,2023,3,20,0,16,-595,TX000677,AC00232,Debit,San Francisco,D000264,182.84.41.229,M048,ATM,Engineer,1,Cluster 1,ATM-Focused Debit Users
642.68,50,94,1,8461.46,2023,2,17,4,16,-626,TX000679,AC00136,Debit,Fresno,D000269,56.116.189.0,M034,Branch,Doctor,0,Cluster 0,Branch-Based Debit Users
78.44,52,292,1,6870.84,2023,11,21,1,17,-349,TX000680,AC00101,Credit,San Jose,D000476,35.246.53.10,M033,Online,Retired,2,Cluster 2,Branch-Based Credit Users
139.72,49,201,1,5058.83,2023,1,16,0,17,-658,TX000681,AC00328,Debit,Memphis,D000516,219.98.242.240,M033,Branch,Engineer,0,Cluster 0,Branch-Based Debit Users
499.99,31,296,1,8885.0,2023,8,2,2,16,-460,TX000682,AC00356,Debit,San Jose,D000100,9.230.41.239,M046,Branch,Engineer,0,Cluster 0,Branch-Based Debit Users
10.07,24,49,1,530.81,2023,1,17,1,16,-657,TX000683,AC00312,Debit,Albuquerque,D000494,23.92.205.75,M029,Online,Student,3,Cluster 3,Online Banking Users
120.62,23,85,1,9379.53,2023,2,27,0,16,-616,TX000684,AC00242,Debit,Raleigh,D000024,134.222.122.238,M087,ATM,Student,1,Cluster 1,ATM-Focused Debit Users
578.49,59,180,1,6475.13,2023,10,16,0,17,-385,TX000685,AC00123,Debit,Nashville,D000463,194.88.79.54,M032,Branch,Retired,0,Cluster 0,Branch-Based Debit Users
42.42,21,102,1,490.57,2023,6,1,3,17,-522,TX000688,AC00330,Debit,Sacramento,D000068,61.95.76.233,M042,Online,Student,3,Cluster 3,Online Banking Users
77.03,67,259,1,11310.27,2023,6,19,0,16,-504,TX000689,AC00218,Debit,Fresno,D000681,121.67.144.20,M030,ATM,Doctor,1,Cluster 1,ATM-Focused Debit Users
22.59,62,45,1,3988.75,2023,3,27,0,16,-588,TX000690,AC00437,Debit,Seattle,D000048,113.115.81.178,M060,ATM,Retired,1,Cluster 1,ATM-Focused Debit Users
568.76,51,155,1,7484.32,2023,10,9,0,16,-392,TX000691,AC00287,Debit,Baltimore,D000221,63.191.171.41,M097,ATM,Retired,1,Cluster 1,ATM-Focused Debit Users
105.94,51,207,1,5963.1,2023,8,7,0,16,-455,TX000693,AC00465,Debit,Oklahoma City,D000532,160.212.125.105,M074,Branch,Engineer,0,Cluster 0,Branch-Based Debit Users
350.15,21,195,1,296.47,2023,11,27,0,16,-343,TX000695,AC00432,Credit,Fresno,D000234,11.167.243.171,M052,ATM,Student,2,Cluster 2,Branch-Based Credit Users
183.67,19,238,1,910.26,2023,6,26,0,16,-497,TX000697,AC00497,Debit,San Diego,D000187,77.7.223.184,M085,Online,Student,3,Cluster 3,Online Banking Users
278.27,29,123,1,6684.34,2023,4,10,0,16,-574,TX000698,AC00026,Debit,Tucson,D000141,87.234.36.48,M027,Branch,Doctor,0,Cluster 0,Branch-Based Debit Users
470.3,40,88,1,8524.09,2023,9,12,1,18,-419,TX000699,AC00277,Debit,Austin,D000695,41.110.46.150,M091,ATM,Doctor,1,Cluster 1,ATM-Focused Debit Users
261.69,53,84,1,5126.65,2023,11,27,0,17,-343,TX000700,AC00116,Debit,Philadelphia,D000117,197.52.3.107,M042,ATM,Retired,1,Cluster 1,ATM-Focused Debit Users
365.04,22,94,1,873.89,2023,3,6,0,16,-609,TX000701,AC00367,Debit,Virginia Beach,D000232,86.220.59.252,M003,Branch,Student,0,Cluster 0,Branch-Based Debit Users
211.1,57,136,1,7059.77,2023,9,14,3,16,-417,TX000702,AC00030,Debit,Miami,D000653,19.228.76.177,M070,Branch,Retired,0,Cluster 0,Branch-Based Debit Users
21.49,58,240,1,11991.24,2023,5,4,3,16,-550,TX000703,AC00111,Debit,Denver,D000108,60.43.160.195,M050,ATM,Doctor,1,Cluster 1,ATM-Focused Debit Users
63.58,18,199,1,8086.04,2023,9,11,0,17,-420,TX000704,AC00220,Debit,Columbus,D000081,163.129.70.210,M093,ATM,Student,1,Cluster 1,ATM-Focused Debit Users
321.86,63,167,1,12626.49,2023,7,24,0,16,-469,TX000705,AC00295,Debit,San Antonio,D000554,141.241.241.128,M005,ATM,Doctor,1,Cluster 1,ATM-Focused Debit Users
12.11,75,127,1,1730.28,2023,12,12,1,16,-328,TX000706,AC00137,Debit,Jacksonville,D000577,57.141.198.111,M038,Branch,Retired,0,Cluster 0,Branch-Based Debit Users
642.54,44,28,1,3143.17,2023,5,10,2,18,-544,TX000707,AC00004,Debit,Milwaukee,D000663,166.79.195.157,M025,Branch,Engineer,0,Cluster 0,Branch-Based Debit Users
210.45,27,146,1,1242.49,2023,12,11,0,16,-329,TX000708,AC00442,Debit,Las Vegas,D000547,144.91.150.133,M011,ATM,Student,1,Cluster 1,ATM-Focused Debit Users
313.65,55,173,1,1886.36,2023,1,30,0,16,-644,TX000709,AC00201,Credit,Chicago,D000288,57.232.212.116,M017,Branch,Retired,2,Cluster 2,Branch-Based Credit Users
99.76,26,131,1,416.89,2023,8,7,0,16,-455,TX000710,AC00462,Debit,Sacramento,D000501,38.164.132.63,M039,Branch,Student,0,Cluster 0,Branch-Based Debit Users
115.32,53,113,1,5929.08,2023,7,25,1,17,-468,TX000711,AC00390,Debit,Denver,D000663,211.45.75.44,M075,Branch,Retired,0,Cluster 0,Branch-Based Debit Users
33.61,23,72,1,479.08,2023,8,21,0,17,-441,TX000712,AC00297,Debit,Milwaukee,D000116,142.184.68.230,M014,Online,Student,3,Cluster 3,Online Banking Users
498.59,33,32,1,5862.99,2023,1,30,0,16,-644,TX000713,AC00173,Credit,Oklahoma City,D000604,93.169.212.219,M032,Online,Doctor,2,Cluster 2,Branch-Based Credit Users
98.81,27,91,1,797.1,2023,9,4,0,16,-427,TX000714,AC00382,Debit,San Francisco,D000430,38.210.156.148,M047,Branch,Student,0,Cluster 0,Branch-Based Debit Users
1.87,65,147,1,7287.94,2023,10,20,4,18,-381,TX000715,AC00175,Debit,Washington,D000165,30.229.179.194,M014,ATM,Retired,1,Cluster 1,ATM-Focused Debit Users
78.92,59,95,1,5624.86,2023,6,15,3,18,-508,TX000716,AC00035,Credit,Jacksonville,D000118,149.84.108.18,M075,Online,Engineer,2,Cluster 2,Branch-Based Credit Users
194.29,39,10,1,2988.41,2023,1,23,0,16,-651,TX000717,AC00219,Credit,Seattle,D000307,160.65.101.37,M059,Branch,Engineer,2,Cluster 2,Branch-Based Credit Users
28.73,53,185,1,2712.96,2023,10,31,1,16,-370,TX000718,AC00416,Debit,Kansas City,D000384,93.52.44.101,M016,ATM,Engineer,1,Cluster 1,ATM-Focused Debit Users
105.53,24,88,1,1433.66,2023,6,16,4,16,-507,TX000719,AC00467,Debit,Colorado Springs,D000003,53.131.194.183,M026,Online,Student,3,Cluster 3,Online Banking Users
737.34,30,34,1,7336.56,2023,3,20,0,17,-595,TX000720,AC00465,Debit,Miami,D000041,93.146.251.20,M006,Online,Doctor,3,Cluster 3,Online Banking Users
237.86,18,210,1,475.63,2023,2,6,0,17,-637,TX000721,AC00102,Debit,Philadelphia,D000274,135.73.131.111,M044,ATM,Student,1,Cluster 1,ATM-Focused Debit Users
409.61,65,89,1,11698.15,2023,7,26,2,16,-467,TX000722,AC00119,Debit,Kansas City,D000618,197.23.128.119,M024,Branch,Doctor,0,Cluster 0,Branch-Based Debit Users
75.53,21,157,1,1034.35,2023,8,21,0,17,-441,TX000723,AC00418,Credit,Fresno,D000597,54.252.249.33,M009,Online,Student,2,Cluster 2,Branch-Based Credit Users
72.75,64,15,1,12042.79,2023,5,1,0,16,-553,TX000724,AC00237,Debit,Phoenix,D000413,105.136.156.29,M067,ATM,Doctor,1,Cluster 1,ATM-Focused Debit Users
39.11,26,143,1,518.54,2023,9,1,4,18,-430,TX000725,AC00279,Debit,Columbus,D000241,196.121.240.10,M052,Online,Student,3,Cluster 3,Online Banking Users
729.38,68,90,1,9127.65,2023,11,14,1,17,-356,TX000727,AC00043,Debit,Los Angeles,D000443,99.205.173.118,M093,ATM,Doctor,1,Cluster 1,ATM-Focused Debit Users
137.49,34,50,1,4471.05,2023,7,26,2,16,-467,TX000728,AC00012,Debit,Fort Worth,D000159,42.61.10.112,M040,ATM,Engineer,1,Cluster 1,ATM-Focused Debit Users
504.71,29,61,1,6214.54,2023,4,10,0,18,-574,TX000729,AC00244,Debit,Detroit,D000009,24.148.92.177,M060,Online,Engineer,3,Cluster 3,Online Banking Users
371.47,24,58,1,1187.04,2023,5,30,1,16,-524,TX000730,AC00395,Credit,Milwaukee,D000661,32.71.250.58,M097,Branch,Student,2,Cluster 2,Branch-Based Credit Users
430.35,36,205,1,354.9,2023,2,20,0,17,-623,TX000731,AC00253,Debit,Charlotte,D000096,217.233.219.196,M007,Online,Doctor,3,Cluster 3,Online Banking Users
230.32,35,56,1,791.46,2023,5,15,0,18,-539,TX000732,AC00394,Debit,Las Vegas,D000272,49.174.157.140,M015,Branch,Engineer,0,Cluster 0,Branch-Based Debit Users
121.71,52,140,1,5878.89,2023,9,5,1,17,-426,TX000733,AC00457,Debit,Chicago,D000674,77.208.193.198,M015,ATM,Retired,1,Cluster 1,ATM-Focused Debit Users
98.87,20,179,1,533.2,2023,1,3,1,17,-671,TX000734,AC00046,Debit,Detroit,D000058,219.31.152.129,M060,Online,Student,3,Cluster 3,Online Banking Users
117.55,24,35,1,897.94,2023,5,19,4,16,-535,TX000735,AC00011,Debit,Fresno,D000088,4.101.189.38,M046,ATM,Student,1,Cluster 1,ATM-Focused Debit Users
244.64,30,103,1,9159.56,2023,2,21,1,18,-622,TX000736,AC00045,Debit,Tucson,D000172,66.255.7.16,M072,Branch,Doctor,0,Cluster 0,Branch-Based Debit Users
321.93,45,12,1,4392.73,2023,12,4,0,18,-336,TX000737,AC00181,Debit,Nashville,D000083,45.241.13.208,M092,ATM,Engineer,1,Cluster 1,ATM-Focused Debit Users
283.23,40,98,1,2008.77,2023,2,6,0,16,-637,TX000739,AC00288,Debit,El Paso,D000695,146.69.70.214,M061,Online,Engineer,3,Cluster 3,Online Banking Users
381.62,64,164,1,6009.12,2023,1,27,4,16,-647,TX000741,AC00153,Debit,Las Vegas,D000670,187.223.139.194,M097,Online,Retired,3,Cluster 3,Online Banking Users
388.65,76,43,1,7896.85,2023,2,21,1,16,-622,TX000742,AC00164,Debit,Oklahoma City,D000284,40.244.94.218,M065,ATM,Retired,1,Cluster 1,ATM-Focused Debit Users
29.22,24,151,1,1649.43,2023,7,6,3,18,-487,TX000743,AC00159,Debit,San Antonio,D000432,44.67.137.125,M068,ATM,Student,1,Cluster 1,ATM-Focused Debit Users
46.75,67,150,1,2840.43,2023,7,31,0,17,-462,TX000744,AC00360,Debit,Colorado Springs,D000469,196.244.194.198,M078,Branch,Retired,0,Cluster 0,Branch-Based Debit Users
348.64,57,128,1,3274.96,2023,6,9,4,17,-514,TX000745,AC00326,Debit,San Jose,D000221,134.222.122.238,M098,Online,Retired,3,Cluster 3,Online Banking Users
319.17,73,81,1,6501.56,2023,1,11,2,16,-663,TX000746,AC00110,Debit,Tucson,D000444,7.28.148.225,M088,Online,Retired,3,Cluster 3,Online Banking Users
73.95,26,76,1,363.92,2023,11,3,4,16,-367,TX000747,AC00110,Debit,Kansas City,D000337,6.204.110.7,M012,ATM,Student,1,Cluster 1,ATM-Focused Debit Users
389.63,27,99,1,9748.48,2023,2,16,3,16,-627,TX000748,AC00257,Debit,Mesa,D000645,155.140.33.42,M100,Online,Engineer,3,Cluster 3,Online Banking Users
217.61,19,45,1,1404.53,2023,3,16,3,17,-599,TX000749,AC00145,Debit,Chicago,D000172,216.32.4.105,M025,ATM,Student,1,Cluster 1,ATM-Focused Debit Users
199.84,21,150,1,706.44,2023,1,16,0,16,-658,TX000750,AC00455,Debit,Dallas,D000330,48.19.99.211,M082,ATM,Student,1,Cluster 1,ATM-Focused Debit Users
56.35,44,75,1,5095.73,2023,2,9,3,16,-634,TX000751,AC00282,Debit,Charlotte,D000266,166.79.195.157,M033,ATM,Doctor,1,Cluster 1,ATM-Focused Debit Users
248.95,65,29,1,3059.79,2023,6,16,4,16,-507,TX000752,AC00045,Credit,San Francisco,D000454,38.210.156.148,M068,Branch,Retired,2,Cluster 2,Branch-Based Credit Users
142.58,33,145,1,7844.23,2023,6,19,0,16,-504,TX000753,AC00390,Debit,San Antonio,D000647,139.23.212.102,M048,ATM,Engineer,1,Cluster 1,ATM-Focused Debit Users
333.78,60,98,1,6810.94,2023,11,30,3,17,-340,TX000757,AC00154,Debit,San Diego,D000444,49.31.186.82,M057,ATM,Retired,1,Cluster 1,ATM-Focused Debit Users
332.59,55,143,1,1457.07,2023,7,13,3,17,-480,TX000758,AC00190,Debit,San Antonio,D000163,166.41.54.117,M060,Online,Retired,3,Cluster 3,Online Banking Users
236.81,22,15,1,813.68,2023,10,26,3,16,-375,TX000759,AC00156,Debit,Oklahoma City,D000274,189.168.172.41,M013,Branch,Student,0,Cluster 0,Branch-Based Debit Users
417.8,27,130,1,1518.82,2023,6,26,0,16,-497,TX000760,AC00005,Credit,Philadelphia,D000630,49.31.186.82,M066,Branch,Student,2,Cluster 2,Branch-Based Credit Users
